ID,Year_Birth,Education,Marital_Status,Income,Kidsin_home,Teenin_home,Date_became_customer,numberofdayssincelastpurchase,AmountspentDrinks,AmountspentFruits,AmountspentMeat,AmountspentFish,AmountspentSweet,AmountspentGold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,total_spent,age,total_children,total_camp_accepted,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Churn_Risk,fav_category,Deal_User_Type,Age_group,Has_child,total_purchases,Country
2296,1975,Master,Couple,37368,1,0,16/12/2013,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,30,40,1,1,5,1,1,7,Low Risk,Meat,Light,Adult,Has child,3,Canada
10637,1964,Master,Couple,40800,1,2,01/01/2013,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,99,51,3,0,2,2,2,6,Low Risk,Sweet,Medium,Adult,Has child,6,Germany
2931,1978,Master,Alone,71847,0,0,21/09/2012,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,1192,37,0,1,1,5,5,11,High Risk,Drinks,Light,Adult,No child,22,Spain
907,1975,Master,Couple,46149,0,1,29/11/2013,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,362,40,1,0,4,3,3,10,Low Risk,Drinks,Heavy,Adult,Has child,13,Spain
3698,1983,Master,Couple,78687,0,0,09/08/2012,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,2130,32,0,1,5,4,5,14,Low Risk,Drinks,Light,Adult,No child,18,Spain
9516,1971,Undergraduate,Alone,49118,0,0,18/08/2012,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,1229,44,0,2,1,5,5,11,High Risk,Drinks,Medium,Adult,No child,26,USA
679,1957,PHD,Couple,37633,1,1,20/09/2012,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,38,58,2,0,3,1,1,5,Low Risk,Meat,Medium,Adult,Has child,4,Canada
7384,1951,Master,Couple,39767,0,0,21/07/2013,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,485,64,0,0,5,3,3,11,Low Risk,Meat,Medium,Adult,No child,15,Spain
5043,1951,Undergraduate,Couple,26997,0,0,05/11/2012,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,434,64,0,0,1,3,3,7,Low Risk,Gold,Medium,Adult,No child,11,Spain
5267,1970,Master,Alone,33986,1,0,14/03/2013,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,45,1,0,3,1,1,5,Low Risk,Meat,Light,Adult,Has child,4,South Africa
339,1972,PHD,Couple,57091,0,1,23/11/2012,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,496,43,1,1,1,4,3,8,Low Risk,Drinks,Medium,Adult,Has child,16,Spain
2516,1969,Undergraduate,Couple,46831,1,1,08/06/2013,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,78,46,2,0,1,1,2,4,Low Risk,Gold,Medium,Adult,Has child,5,India
9010,1972,Master,Couple,83151,0,0,10/02/2013,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,2346,43,0,3,1,5,5,11,High Risk,Drinks,Light,Adult,No child,22,Spain
378,1971,Master,Couple,52531,0,0,30/12/2012,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,794,44,0,0,2,4,4,10,Low Risk,Drinks,Medium,Adult,No child,19,Spain
4808,1956,Master,Couple,15759,0,0,05/09/2013,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,17,59,0,0,5,1,1,7,Low Risk,Fish,Light,Adult,No child,3,South Africa
5068,1971,Master,Alone,22804,1,0,31/07/2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,44,1,0,2,1,1,4,Low Risk,Drinks,Light,Adult,Has child,4,Spain
7628,1973,Undergraduate,Couple,43050,1,0,18/03/2014,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,76,42,1,0,5,2,2,9,Low Risk,Drinks,Medium,Adult,Has child,6,Spain
7128,1977,PHD,Alone,42997,1,1,07/12/2013,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,15,38,2,0,1,1,1,3,Low Risk,Meat,Light,Adult,Has child,3,Spain
2811,1963,PHD,Alone,48918,1,1,12/04/2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,52,2,0,4,1,2,7,Low Risk,Drinks,Medium,Adult,Has child,5,USA
3551,1954,Master,Couple,60033,0,1,29/03/2014,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,198,61,1,0,4,2,3,9,Low Risk,Drinks,Medium,Adult,Has child,8,Spain
1663,1978,PHD,Couple,34043,1,0,25/10/2013,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,49,37,1,0,1,1,1,3,Low Risk,Drinks,Light,Adult,Has child,4,Spain
5543,1966,Master,Couple,57811,0,1,24/06/2013,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,802,49,1,1,3,4,4,11,Low Risk,Drinks,Heavy,Adult,Has child,20,Spain
1577,1946,Master,Couple,78569,0,0,19/02/2014,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,1736,69,0,1,5,3,5,13,Low Risk,Meat,Light,Senior,No child,14,Spain
10641,1978,Master,Alone,7500,1,1,27/12/2012,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,57,37,2,0,5,2,2,9,Low Risk,Gold,Heavy,Adult,Has child,6,Spain
5336,1971,Master,Couple,157733,1,0,04/06/2013,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,59,44,1,0,4,1,2,7,Low Risk,Drinks,Light,Adult,Has child,2,South Africa
6024,1953,Master,Couple,94384,0,0,04/03/2013,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,2302,62,0,3,2,4,5,11,High Risk,Drinks,Light,Adult,No child,18,Spain
1878,1985,Undergraduate,Couple,23148,0,0,18/02/2014,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,37,30,0,0,1,1,1,3,Low Risk,Gold,Light,Adult,No child,5,Spain
3099,1970,Master,Alone,44267,1,1,25/02/2013,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,310,45,2,0,3,3,3,9,Low Risk,Drinks,Heavy,Adult,Has child,11,Australia
6055,1979,Master,Couple,71626,0,0,01/11/2012,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,1305,36,0,1,1,4,5,10,High Risk,Drinks,Light,Adult,No child,18,India
5841,1966,Master,Couple,60894,0,1,28/06/2013,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,832,49,1,0,2,5,4,11,Low Risk,Drinks,Heavy,Adult,Has child,21,Spain
3972,1976,Master,Couple,50200,1,1,03/04/2013,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,401,39,2,0,2,3,3,8,Low Risk,Drinks,Heavy,Adult,Has child,13,Spain
4394,1965,PHD,Couple,81051,0,0,23/05/2014,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,1501,50,0,2,3,5,5,13,Low Risk,Drinks,Light,Adult,No child,22,Australia
5758,1982,Master,Couple,65169,0,0,14/01/2014,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,1189,33,0,4,4,5,5,14,Low Risk,Drinks,Light,Adult,No child,27,Germany
6658,1972,Master,Couple,59868,0,1,22/07/2013,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,1194,43,1,0,4,5,5,14,Low Risk,Drinks,Heavy,Adult,Has child,25,USA
4603,1960,PHD,Couple,65695,0,1,31/01/2014,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,656,55,1,0,3,4,4,11,Low Risk,Drinks,Medium,Adult,Has child,19,Canada
8427,1956,Master,Alone,64857,0,0,23/11/2012,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,59,0,0,2,5,5,12,High Risk,Meat,Light,Adult,No child,22,Canada
10260,1965,Master,Couple,45143,0,1,26/08/2013,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,311,50,1,0,2,3,3,8,Low Risk,Drinks,Medium,Adult,Has child,12,Spain
7143,1955,Undergraduate,Couple,74805,0,1,06/11/2013,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,820,60,1,0,5,5,4,14,Low Risk,Drinks,Heavy,Adult,Has child,21,South Africa
8789,1989,Undergraduate,Couple,59060,1,0,11/01/2014,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,274,26,1,0,2,3,3,8,Low Risk,Meat,Medium,Adult,Has child,11,Spain
6197,1962,PHD,Alone,27238,1,1,20/04/2013,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,57,53,2,0,4,2,2,8,Low Risk,Drinks,Medium,Adult,Has child,6,Canada
4554,1965,Master,Couple,47009,0,1,01/10/2013,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,448,50,1,0,1,3,3,7,Low Risk,Drinks,Heavy,Adult,Has child,13,South Africa
4937,1973,Undergraduate,Couple,46094,1,1,10/06/2014,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,44,42,2,0,2,1,1,4,Low Risk,Meat,Light,Adult,Has child,4,Spain
1920,1972,Master,Couple,40321,1,1,29/07/2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,102,43,2,0,2,2,2,6,Low Risk,Drinks,Medium,Adult,Has child,6,Spain
8749,1984,Master,Couple,37235,1,0,01/02/2014,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,61,31,1,0,2,1,2,5,Low Risk,Drinks,Light,Adult,Has child,4,Spain
1650,1960,Master,Couple,81843,0,0,22/04/2013,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,1643,55,0,0,5,5,5,15,Low Risk,Drinks,Light,Adult,No child,26,Canada
10377,1958,Master,Couple,46692,0,1,06/06/2013,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,397,57,1,0,4,3,3,10,Low Risk,Drinks,Medium,Adult,Has child,12,Spain
9206,1968,Master,Couple,77382,0,1,07/01/2014,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,1121,47,1,1,4,5,4,13,Low Risk,Drinks,Medium,Adult,Has child,24,Spain
10971,1977,Master,Alone,37774,2,0,03/09/2012,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,473,38,2,1,4,3,3,10,Low Risk,Gold,Heavy,Adult,Has child,12,South Africa
6398,1974,Undergraduate,Couple,18393,1,0,29/03/2014,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,50,41,1,0,5,2,1,8,Low Risk,Fish,Medium,Adult,Has child,6,South Africa
9212,1962,Master,Couple,72828,0,1,14/02/2013,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,1678,53,1,0,5,5,5,15,Low Risk,Drinks,Heavy,Adult,Has child,22,India
7937,1982,Master,Couple,24711,0,0,18/04/2014,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,58,33,0,0,1,2,2,5,Low Risk,Meat,Light,Adult,No child,6,Germany
839,1975,PHD,Couple,45503,1,0,25/09/2013,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,170,40,1,0,3,2,2,7,Low Risk,Drinks,Light,Adult,Has child,8,Spain
4246,1982,Master,Alone,6560,0,0,12/12/2013,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,373,33,0,0,5,1,3,9,Low Risk,Gold,Light,Adult,No child,2,Spain
158,1945,PHD,Couple,71604,0,0,17/11/2013,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,1196,70,0,1,5,4,5,14,Low Risk,Meat,Light,Senior,No child,16,Australia
4832,1979,Master,Couple,27244,1,0,07/03/2014,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,101,36,1,0,1,2,2,5,Low Risk,Gold,Medium,Adult,Has child,6,Australia
5621,1969,Master,Couple,48752,1,1,12/12/2012,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,316,46,2,0,5,3,3,11,Low Risk,Meat,Heavy,Adult,Has child,12,India
1945,1962,Master,Couple,71434,0,1,18/09/2013,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,1400,53,1,2,5,4,5,14,Low Risk,Drinks,Medium,Adult,Has child,18,USA
5147,1948,Master,Alone,90842,0,0,29/07/2013,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,1424,67,0,0,3,5,5,13,Low Risk,Drinks,Light,Senior,No child,26,Australia
2535,1978,Master,Couple,88097,1,0,18/08/2012,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,844,37,1,3,4,4,4,12,Low Risk,Meat,Light,Adult,Has child,19,South Africa
11039,1975,Master,Couple,51948,0,1,17/09/2013,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,311,40,1,0,3,3,3,9,Low Risk,Drinks,Medium,Adult,Has child,11,Spain
9495,1982,Master,Couple,71853,0,0,08/05/2013,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,33,0,0,4,4,4,12,Low Risk,Meat,Light,Adult,No child,16,Spain
9635,1983,Master,Couple,35876,0,0,20/04/2014,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,129,32,0,0,5,2,2,9,Low Risk,Drinks,Light,Adult,No child,7,South Africa
2173,1952,Master,Alone,40049,0,1,16/10/2013,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,32,63,1,0,4,1,1,6,Low Risk,Drinks,Light,Adult,Has child,4,Canada
942,1982,Master,Alone,39660,1,0,08/08/2012,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,299,33,1,0,4,3,3,10,Low Risk,Drinks,Medium,Adult,Has child,11,South Africa
9386,1962,Master,Couple,50127,0,1,29/05/2014,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,320,53,1,1,1,3,3,7,Low Risk,Drinks,Light,Adult,Has child,12,USA
5510,1977,Master,Couple,43263,0,1,21/11/2012,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,441,38,1,0,5,3,3,11,Low Risk,Drinks,Medium,Adult,Has child,13,Spain
873,1949,Master,Couple,62845,1,1,01/10/2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,1178,66,2,1,5,4,5,14,Low Risk,Drinks,Heavy,Senior,Has child,17,Germany
2253,1990,Master,Couple,18929,0,0,16/02/2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,85,25,0,0,5,1,2,8,Low Risk,Drinks,Light,Adult,No child,5,Canada
5181,1982,Undergraduate,Alone,24367,1,0,20/03/2013,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,24,33,1,0,3,1,1,5,Low Risk,Sweet,Light,Adult,Has child,3,Australia
979,1975,Master,Alone,33249,1,0,20/02/2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,112,40,1,0,5,2,2,9,Low Risk,Gold,Medium,Adult,Has child,6,India
10390,1959,Undergraduate,Couple,26887,0,1,10/02/2013,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,30,56,1,0,4,1,1,6,Low Risk,Fruits,Light,Adult,Has child,4,USA
4698,1983,PHD,Couple,50150,0,0,20/06/2013,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,410,32,0,0,4,3,3,10,Low Risk,Drinks,Medium,Adult,No child,14,Canada
7793,1976,Master,Couple,62061,0,1,31/08/2013,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,800,39,1,1,5,5,4,14,Low Risk,Drinks,Medium,Adult,Has child,21,South Africa
1745,1962,PHD,Alone,85696,0,0,03/05/2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1313,53,0,0,1,4,5,10,High Risk,Drinks,Light,Adult,No child,19,Spain
10590,1956,PHD,Couple,76542,0,0,30/03/2013,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,1483,59,0,0,1,5,5,11,High Risk,Drinks,Light,Adult,No child,22,Canada
5080,1993,Master,Alone,70515,0,0,21/10/2013,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,1258,22,0,0,5,4,5,14,Low Risk,Meat,Light,Youth,No child,16,Germany
8369,1987,Master,Couple,18227,1,0,08/11/2012,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,28,28,1,0,4,1,1,6,Low Risk,Gold,Light,Adult,Has child,3,Spain
5232,1965,Master,Couple,69139,0,1,27/01/2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,227,50,1,0,4,3,3,10,Low Risk,Drinks,Light,Adult,Has child,10,Canada
2407,1982,Master,Couple,69109,0,0,09/11/2012,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1555,33,0,1,5,4,5,14,Low Risk,Drinks,Light,Adult,No child,19,Spain
3834,1962,Master,Alone,69627,0,1,17/03/2013,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,861,53,1,0,4,5,4,13,Low Risk,Drinks,Medium,Adult,Has child,21,Canada
7912,1978,Master,Couple,38136,1,0,22/04/2013,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,103,37,1,1,2,2,2,6,Low Risk,Gold,Medium,Adult,Has child,6,Spain
7712,1946,PHD,Alone,62159,0,0,28/04/2014,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,634,69,0,0,2,4,3,9,Low Risk,Meat,Light,Senior,No child,18,South Africa
1065,1963,Master,Alone,80695,0,0,29/12/2013,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,1918,52,0,0,1,4,5,10,High Risk,Meat,Light,Adult,No child,18,Canada
7275,1971,Master,Alone,33316,1,1,04/10/2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,131,44,2,0,4,2,2,8,Low Risk,Drinks,Medium,Adult,Has child,7,South Africa
1343,1968,Master,Couple,58554,1,1,26/09/2012,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,586,47,2,0,3,4,3,10,Low Risk,Drinks,Heavy,Adult,Has child,16,South Africa
1384,1992,Undergraduate,Couple,17256,1,0,23/11/2013,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,62,23,1,1,5,1,2,8,Low Risk,Gold,Medium,Youth,Has child,5,Australia
9967,1974,Master,Alone,53034,1,1,30/05/2013,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,447,41,2,0,4,3,3,10,Low Risk,Meat,Heavy,Adult,Has child,14,Canada
6181,1950,Undergraduate,Couple,52203,0,0,31/07/2012,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,939,65,0,0,4,5,4,13,Low Risk,Drinks,Light,Senior,No child,26,USA
10507,1977,Undergraduate,Alone,59601,0,1,25/07/2013,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,797,38,1,1,5,3,4,12,Low Risk,Drinks,Heavy,Adult,Has child,11,Spain
2674,1958,Master,Alone,75154,0,1,04/09/2012,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,1143,57,1,0,2,3,4,9,Low Risk,Drinks,Light,Adult,Has child,15,Spain
2698,1976,Master,Alone,47025,0,1,07/11/2013,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,415,39,1,0,3,3,3,9,Low Risk,Drinks,Medium,Adult,Has child,14,Spain
3231,1973,Master,Couple,37971,1,0,25/11/2013,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,30,42,1,0,1,1,1,3,Low Risk,Meat,Light,Adult,Has child,4,Spain
4096,1968,Master,Alone,41335,1,0,26/12/2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,187,47,1,0,4,2,2,8,Low Risk,Drinks,Medium,Adult,Has child,9,South Africa
10476,1958,Master,Couple,67267,0,1,13/05/2014,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,251,57,1,0,5,3,3,11,Low Risk,Drinks,Light,Adult,Has child,10,Spain
5948,1975,Master,Alone,57338,0,1,29/04/2014,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,237,40,1,0,1,3,3,7,Low Risk,Drinks,Medium,Adult,Has child,10,Australia
9140,1960,Undergraduate,Couple,50523,1,1,25/12/2013,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,91,55,2,0,1,2,2,5,Low Risk,Drinks,Medium,Adult,Has child,6,Canada
10258,1965,Master,Alone,35791,2,1,06/05/2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,35,50,3,0,1,1,1,3,Low Risk,Drinks,Medium,Adult,Has child,4,South Africa
5675,1960,PHD,Alone,50611,0,1,04/10/2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,493,55,1,1,1,4,3,8,Low Risk,Drinks,Heavy,Adult,Has child,16,Germany
4743,1969,PHD,Couple,56242,0,1,03/03/2013,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,971,46,1,0,2,5,4,11,Low Risk,Drinks,Heavy,Adult,Has child,23,India
8805,1960,Master,Alone,48904,0,1,02/12/2012,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,371,55,1,0,5,3,3,11,Low Risk,Drinks,Heavy,Adult,Has child,13,South Africa
1542,1975,Master,Alone,56243,1,2,30/12/2013,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,396,40,3,0,4,3,3,10,Low Risk,Drinks,Heavy,Adult,Has child,14,Australia
6770,1985,Master,Couple,21355,1,0,20/08/2013,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,68,30,1,1,5,1,2,8,Low Risk,Gold,Medium,Adult,Has child,5,Australia
8773,1971,Master,Couple,57420,0,1,25/06/2013,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,322,44,1,1,4,3,3,10,Low Risk,Drinks,Medium,Adult,Has child,12,Spain
10420,1955,Master,Alone,46390,0,1,05/05/2014,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,222,60,1,0,3,2,3,8,Low Risk,Drinks,Light,Adult,Has child,9,Australia
7514,1956,Undergraduate,Couple,54342,1,1,03/07/2013,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,177,59,2,0,2,2,2,6,Low Risk,Drinks,Heavy,Adult,Has child,8,South Africa
793,1973,Master,Couple,20895,1,0,06/10/2012,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,45,42,1,0,4,1,1,6,Low Risk,Drinks,Light,Adult,Has child,5,South Africa
10909,1948,Master,Couple,92344,0,0,15/01/2014,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,1899,67,0,2,5,4,5,14,Low Risk,Drinks,Light,Senior,No child,20,USA
8702,1976,Undergraduate,Couple,26907,1,1,20/08/2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,22,39,2,0,5,1,1,7,Low Risk,Drinks,Medium,Adult,Has child,4,South Africa
4791,1980,Master,Couple,44964,1,1,16/12/2012,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,41,35,2,0,4,1,1,6,Low Risk,Drinks,Light,Adult,Has child,4,South Africa
2963,1979,Master,Couple,75507,0,0,02/05/2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,1440,36,0,0,3,4,5,12,Low Risk,Drinks,Light,Adult,No child,20,Spain
8216,1972,Master,Couple,53761,1,1,11/10/2013,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,325,43,2,0,5,3,3,11,Low Risk,Drinks,Heavy,Adult,Has child,11,Spain
8140,1973,Master,Couple,22682,1,0,03/10/2013,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,95,42,1,0,3,2,2,7,Low Risk,Gold,Medium,Adult,Has child,7,Spain
10146,1972,PHD,Couple,38887,1,0,02/03/2014,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,42,43,1,0,5,1,1,7,Low Risk,Drinks,Light,Adult,Has child,4,South Africa
5289,1975,Undergraduate,Alone,41658,1,1,09/11/2012,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,72,40,2,0,4,1,2,7,Low Risk,Gold,Medium,Adult,Has child,4,South Africa
2587,1972,PHD,Couple,29791,1,0,15/05/2014,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,20,43,1,0,4,1,1,6,Low Risk,Drinks,Medium,Adult,Has child,5,Spain
4405,1956,Master,Couple,63915,0,2,30/07/2013,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,789,59,2,0,5,5,4,14,Low Risk,Drinks,Medium,Adult,Has child,21,Australia
8663,1974,Master,Alone,39996,1,1,22/05/2014,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,15,41,2,0,1,1,1,3,Low Risk,Drinks,Light,Adult,Has child,3,South Africa
2589,1972,Master,Alone,26759,1,0,07/02/2014,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,59,43,1,0,2,2,2,6,Low Risk,Drinks,Medium,Adult,Has child,6,India
3421,1968,Master,Alone,63841,0,1,21/04/2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,47,1,0,2,5,4,11,Low Risk,Drinks,Light,Adult,Has child,21,Spain
10490,1969,PHD,Couple,51039,1,1,10/12/2012,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,417,46,2,0,5,3,3,11,Low Risk,Gold,Medium,Adult,Has child,12,Germany
4094,1961,Master,Couple,60544,1,1,25/08/2012,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,289,54,2,0,1,3,3,7,Low Risk,Drinks,Heavy,Adult,Has child,11,Spain
9958,1972,Master,Couple,65685,0,1,29/03/2014,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,769,43,1,0,3,4,4,11,Low Risk,Drinks,Light,Adult,Has child,20,Canada
2534,1953,Master,Couple,37716,0,1,21/04/2014,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,188,62,1,0,5,2,2,9,Low Risk,Drinks,Medium,Adult,Has child,8,USA
4188,1957,Master,Alone,36864,0,1,13/08/2012,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,354,58,1,0,3,3,3,9,Low Risk,Drinks,Medium,Adult,Has child,11,Spain
